# Mean_MJD=56660.209
# RMID=072 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.963
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0192
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -9.1460e-01  0.0000e+00    16777216    88080384
  3567.796 -9.1449e-01  6.0731e+00           0    71303168
  4007.744  1.7802e+00  6.6725e-01           0           0
  4008.667  2.4112e+00  6.8999e-01           0           0
  4009.590  3.2868e+00  7.7696e-01           0           0
  4010.513  3.1842e+00  7.9523e-01           0           0
  4011.437  2.3849e+00  7.5055e-01           0           0
  4012.361  2.9139e+00  7.3777e-01           0           0
  4013.285  3.5970e+00  7.4878e-01           0           0
  4014.209  3.2855e+00  7.4825e-01           0           0
  4015.133  2.4570e+00  7.3629e-01           0           0
  4016.058  2.3677e+00  7.1545e-01           0           0
  4016.983  2.1229e+00  6.9059e-01           0           0
  4017.908  2.9312e+00  6.6575e-01           0           0
  4018.833  3.3749e+00  7.1158e-01           0           0
  4019.759  3.1512e+00  7.0284e-01           0           0
  4020.684  3.0831e+00  7.4962e-01           0           0
  4021.610  3.5145e+00  7.6516e-01           0           0
  4022.536  2.9139e+00  7.5850e-01           0           0
  4023.463  2.7269e+00  7.2436e-01           0           0
  4024.389  2.5267e+00  7.0113e-01           0           0
  4025.316  2.2600e+00  7.0298e-01           0           0
  4026.243  2.3475e+00  7.4581e-01           0           0
  4027.170  2.7796e+00  7.5550e-01           0           0
  4028.098  2.6396e+00  7.0151e-01           0           0
  4029.025  4.0774e+00  6.9593e-01           0           0
  4029.953  3.3929e+00  7.1508e-01           0           0
  4030.881  2.7670e+00  7.0366e-01           0           0
  4031.809  3.2607e+00  6.8635e-01           0           0
  4032.738  1.6673e+00  6.1929e-01           0           0
  4033.666  1.2109e+00  6.0365e-01           0           0
  4034.595  2.3714e+00  6.4874e-01           0           0
  4035.524  2.1298e+00  6.6982e-01           0           0
  4036.454  2.0467e+00  6.5826e-01           0           0
  4037.383  2.3555e+00  6.6077e-01           0           0
  4038.313  8.0542e-01  6.7243e-01           0           0
  4039.243  2.5535e+00  7.0580e-01           0           0
  4040.173  1.3490e+00  6.5050e-01           0           0
  4041.104  9.1346e-01  5.9379e-01           0           0
  4042.034  1.9181e+00  6.0106e-01           0           0
  4042.965  2.7115e+00  6.3816e-01           0           0
  4043.896  2.7904e+00  6.5571e-01           0           0
  4044.827  2.6507e+00  6.5920e-01           0           0
  4045.759  2.7031e+00  7.0661e-01           0           0
  4046.690  3.9009e+00  8.2089e-01           0     8388608
  4047.622  3.5582e+00  9.0244e-01           0     8388608
  4048.554  1.6366e+00  8.2820e-01           0     8388608
  4049.487  2.2118e+00  7.4624e-01           0     8388608
  4050.419  3.2069e+00  7.3444e-01           0     8388608
  4051.352  3.8290e+00  7.5601e-01           0           0
  4052.285  3.0226e+00  6.9946e-01           0           0
  4053.218  3.3371e+00  7.0813e-01           0    33554432
  4054.152  4.4716e+00  6.8949e-01           0    33554432
  4055.085  2.9154e+00  6.4436e-01           0           0
  4056.019  3.8433e+00  6.5483e-01           0           0
  4056.953  4.5920e+00  6.8323e-01           0           0
  4057.887  3.0832e+00  6.6571e-01           0           0
  4058.822  2.5493e+00  6.5308e-01           0           0
  4059.756  3.8650e+00  6.8946e-01           0           0
  4060.691  3.3578e+00  6.7525e-01           0           0
  4061.626  3.4587e+00  6.8293e-01           0           0
  4062.562  3.9235e+00  7.1265e-01           0           0
  4063.497  2.9038e+00  6.8306e-01           0           0
  4064.433  2.9576e+00  6.5666e-01           0           0
  4065.369  4.3293e+00  6.8052e-01           0           0
  4066.305  3.3898e+00  6.9524e-01           0           0
  4067.242  3.6820e+00  7.1885e-01           0           0
  4068.178  3.0114e+00  7.0011e-01           0           0
  4069.115  3.5688e+00  6.7558e-01           0           0
  4070.052  3.5486e+00  6.3173e-01           0           0
  4070.989  2.1268e+00  5.9226e-01           0           0
  4071.927  2.2970e+00  6.2904e-01           0    33554432
  4072.865  3.1987e+00  6.6354e-01           0    33554432
  4073.803  3.4904e+00  6.4090e-01           0           0
  4074.741  2.9334e+00  6.2903e-01           0           0
  4075.679  2.6883e+00  6.6809e-01           0           0
  4076.618  3.0636e+00  6.7008e-01           0           0
  4077.556  3.2551e+00  6.5967e-01           0           0
  4078.495  4.3031e+00  6.6938e-01           0           0
  4079.435  2.4892e+00  6.7637e-01           0           0
  4080.374  1.4811e+00  6.3965e-01           0           0
  4081.314  2.3660e+00  6.2472e-01           0           0
  4082.254  3.3151e+00  6.2787e-01           0           0
  4083.194  3.0155e+00  6.3028e-01           0           0
  4084.134  3.6609e+00  6.3363e-01           0           0
  4085.074  3.8338e+00  6.2180e-01           0           0
  4086.015  3.1658e+00  6.2771e-01           0           0
  4086.956  3.2107e+00  6.4423e-01           0           0
  4087.897  3.8186e+00  6.4537e-01           0           0
  4088.839  3.1633e+00  6.1181e-01           0           0
  4089.780  4.0012e+00  6.2900e-01           0           0
  4090.722  2.5802e+00  6.2935e-01           0           0
  4091.664  3.5394e+00  6.3465e-01           0           0
  4092.606  4.6621e+00  6.6402e-01           0           0
  4093.549  3.9991e+00  6.6228e-01           0           0
  4094.492  4.5159e+00  6.6803e-01           0           0
  4095.434  3.6178e+00  6.4392e-01           0           0
  4096.378  3.3339e+00  6.0021e-01           0           0
  4097.321  3.7482e+00  6.1625e-01           0           0
  4098.264  4.2711e+00  6.4423e-01           0           0
  4099.208  4.4643e+00  6.4564e-01           0           0
  4100.152  4.3284e+00  6.1727e-01           0           0
  4101.096  4.1931e+00  5.9036e-01           0           0
  4102.041  2.8116e+00  5.4982e-01           0           0
  4102.985  3.2683e+00  5.9264e-01           0           0
  4103.930  4.4515e+00  6.2746e-01           0           0
  4104.875  4.2917e+00  6.1680e-01           0           0
  4105.821  3.3855e+00  5.8936e-01           0           0
  4106.766  2.7769e+00  5.7247e-01           0           0
  4107.712  2.9288e+00  5.5239e-01           0           0
  4108.658  2.4625e+00  5.8594e-01           0           0
  4109.604  2.3804e+00  5.6136e-01           0           0
  4110.550  3.3404e+00  6.0887e-01           0           0
  4111.497  3.6637e+00  6.0245e-01           0           0
  4112.444  2.7829e+00  5.8895e-01           0           0
  4113.391  3.3226e+00  5.9264e-01           0           0
  4114.338  5.1685e+00  6.1990e-01           0           0
  4115.286  5.2422e+00  6.5541e-01           0           0
  4116.233  3.4865e+00  6.3647e-01           0           0
  4117.181  3.8588e+00  6.3276e-01           0           0
  4118.129  4.6002e+00  6.1898e-01           0           0
  4119.078  4.0900e+00  6.6806e-01           0           0
  4120.026  3.2355e+00  6.5406e-01           0    33554432
  4120.975  3.5901e+00  7.0467e-01           0    33554432
  4121.924  4.6169e+00  6.1997e-01           0           0
  4122.873  3.8656e+00  5.9954e-01           0           0
  4123.823  2.3992e+00  5.8364e-01           0           0
  4124.772  3.4563e+00  5.8361e-01           0           0
  4125.722  4.1952e+00  6.2999e-01           0           0
  4126.672  3.7688e+00  6.1733e-01           0           0
  4127.623  3.5802e+00  6.0017e-01           0           0
  4128.573  4.2913e+00  6.0648e-01           0           0
  4129.524  3.5097e+00  6.1658e-01           0           0
  4130.475  4.7516e+00  6.4946e-01           0           0
  4131.426  3.7594e+00  6.4215e-01           0           0
  4132.377  3.1980e+00  6.3007e-01           0           0
  4133.329  4.8569e+00  7.2794e-01           0    33554432
  4134.281  4.4661e+00  7.1239e-01           0    33554432
  4135.233  3.9032e+00  6.0021e-01           0           0
  4136.185  4.6539e+00  6.2723e-01           0           0
  4137.138  3.8136e+00  6.1629e-01           0           0
  4138.090  3.8922e+00  6.4200e-01           0           0
  4139.043  5.4505e+00  6.4150e-01           0           0
  4139.997  4.3450e+00  7.2733e-01           0    33554432
  4140.950  4.7308e+00  7.4836e-01           0    33619968
  4141.904  4.0374e+00  6.8400e-01           0       65536
  4142.857  4.1313e+00  6.5516e-01           0       65536
  4143.811  4.8609e+00  6.5464e-01           0       65536
  4144.766  4.8026e+00  6.5537e-01           0       65536
  4145.720  3.5031e+00  6.5943e-01           0      851968
  4146.675  1.8834e+00  5.9004e-01           0      851968
  4147.630  4.1276e+00  6.5571e-01           0      851968
  4148.585  4.1268e+00  6.5601e-01           0      851968
  4149.540  4.1814e+00  7.2984e-01           0    34406400
  4150.496  5.4423e+00  7.1441e-01           0    34406400
  4151.452  3.1272e+00  6.4802e-01           0      851968
  4152.408  4.0618e+00  6.6279e-01           0      851968
  4153.364  3.9953e+00  6.9961e-01           0      851968
  4154.320  4.0928e+00  6.2816e-01           0       65536
  4155.277  3.8462e+00  5.9467e-01           0           0
  4156.234  3.1023e+00  6.0872e-01           0           0
  4157.191  3.7201e+00  6.3307e-01           0           0
  4158.148  4.2615e+00  6.3285e-01           0           0
  4159.106  3.9109e+00  6.0538e-01           0           0
  4160.064  3.5469e+00  5.7532e-01           0           0
  4161.022  3.8460e+00  5.7001e-01           0           0
  4161.980  3.7785e+00  5.6864e-01           0           0
  4162.938  2.6050e+00  5.8029e-01           0           0
  4163.897  5.1029e+00  6.0719e-01           0           0
  4164.856  3.8778e+00  5.9843e-01           0           0
  4165.815  3.4661e+00  6.1056e-01           0           0
  4166.774  5.0154e+00  6.6106e-01           0           0
  4167.734  5.4940e+00  6.6382e-01           0           0
  4168.694  3.3902e+00  6.2966e-01           0           0
  4169.654  3.4476e+00  6.1308e-01           0           0
  4170.614  3.0756e+00  5.9907e-01           0           0
  4171.574  3.7325e+00  6.0357e-01           0           0
  4172.535  5.0940e+00  6.1949e-01           0           0
  4173.496  5.1836e+00  6.1249e-01           0           0
  4174.457  3.6040e+00  5.7168e-01           0           0
  4175.418  4.1318e+00  5.6477e-01           0           0
  4176.380  2.8265e+00  5.6018e-01           0           0
  4177.341  2.9343e+00  5.8036e-01           0           0
  4178.303  3.3728e+00  5.7803e-01           0           0
  4179.266  2.8732e+00  5.5969e-01           0           0
  4180.228  3.6226e+00  5.7679e-01           0           0
  4181.191  3.8936e+00  6.0077e-01           0           0
  4182.154  3.2180e+00  5.9633e-01           0           0
  4183.117  3.1847e+00  5.9169e-01           0           0
  4184.080  3.4596e+00  5.7597e-01           0           0
  4185.043  3.5246e+00  5.4860e-01           0           0
  4186.007  3.9496e+00  5.5567e-01           0           0
  4186.971  3.8181e+00  5.8566e-01           0           0
  4187.935  4.1515e+00  6.0617e-01           0           0
  4188.900  3.6240e+00  5.6163e-01           0           0
  4189.864  3.5463e+00  5.4255e-01           0           0
  4190.829  4.1247e+00  5.5640e-01           0           0
  4191.794  3.0977e+00  5.8198e-01           0           0
  4192.760  3.2849e+00  5.7180e-01           0           0
  4193.725  3.6366e+00  5.6579e-01           0           0
  4194.691  4.2945e+00  5.7352e-01           0           0
  4195.657  4.1033e+00  5.7600e-01           0           0
  4196.623  3.2290e+00  5.5482e-01           0           0
  4197.590  3.7573e+00  5.3059e-01           0           0
  4198.556  3.6994e+00  5.1961e-01           0           0
  4199.523  3.5550e+00  5.3115e-01           0           0
  4200.490  3.9510e+00  6.5499e-01           0    33554432
  4201.458  3.5897e+00  6.3743e-01           0    33554432
  4202.425  2.7189e+00  5.2819e-01           0           0
  4203.393  3.5575e+00  5.3937e-01           0           0
  4204.361  3.1579e+00  5.4046e-01           0           0
  4205.329  3.4622e+00  5.3589e-01           0           0
  4206.297  3.0948e+00  5.3938e-01           0           0
  4207.266  2.8739e+00  5.4215e-01           0           0
  4208.235  3.2040e+00  5.7532e-01           0           0
  4209.204  2.6628e+00  5.6177e-01           0           0
  4210.173  3.6337e+00  5.6021e-01           0           0
  4211.143  4.5684e+00  5.6763e-01           0           0
  4212.113  4.1757e+00  5.6763e-01           0           0
  4213.083  3.0512e+00  5.4239e-01           0           0
  4214.053  2.4227e+00  5.1579e-01           0           0
  4215.023  2.7167e+00  5.2279e-01           0           0
  4215.994  3.1623e+00  5.4781e-01           0           0
  4216.965  2.9440e+00  5.5423e-01           0           0
  4217.936  2.8623e+00  5.1756e-01           0           0
  4218.907  3.5413e+00  5.7021e-01           0           0
  4219.879  3.8335e+00  5.4735e-01           0           0
  4220.851  2.1917e+00  5.2512e-01           0           0
  4221.823  2.1148e+00  5.0670e-01           0           0
  4222.795  3.0361e+00  5.1358e-01           0           0
  4223.767  3.1571e+00  5.2201e-01           0           0
  4224.740  3.6460e+00  5.3054e-01           0           0
  4225.713  4.3574e+00  5.4288e-01           0           0
  4226.686  2.7609e+00  5.2069e-01           0           0
  4227.659  2.6614e+00  5.0519e-01           0           0
  4228.633  2.5580e+00  5.0006e-01           0           0
  4229.607  2.9732e+00  5.0151e-01           0           0
  4230.581  3.3308e+00  5.1540e-01           0           0
  4231.555  2.9473e+00  5.2976e-01           0           0
  4232.529  2.6113e+00  5.5092e-01           0           0
  4233.504  3.3398e+00  5.6743e-01           0           0
  4234.479  3.6905e+00  5.5760e-01           0           0
  4235.454  3.3838e+00  5.1185e-01           0           0
  4236.429  3.1588e+00  5.0435e-01           0           0
  4237.405  3.2591e+00  5.0970e-01           0           0
  4238.381  3.0016e+00  5.1836e-01           0           0
  4239.357  2.9480e+00  5.2942e-01           0           0
  4240.333  4.4015e+00  5.5571e-01           0           0
  4241.310  3.5837e+00  5.3342e-01           0           0
  4242.286  2.1204e+00  5.0426e-01           0           0
  4243.263  2.4711e+00  5.1229e-01           0           0
  4244.240  2.9487e+00  5.1042e-01           0           0
  4245.218  2.8213e+00  5.2020e-01           0           0
  4246.195  3.6464e+00  5.3062e-01           0           0
  4247.173  3.0775e+00  5.6032e-01           0           0
  4248.151  2.4970e+00  5.6453e-01           0           0
  4249.130  3.4880e+00  5.8126e-01           0           0
  4250.108  4.0823e+00  5.5008e-01           0           0
  4251.087  3.2438e+00  5.1160e-01           0           0
  4252.066  2.7497e+00  5.0907e-01           0           0
